drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
abdominal aortic aneurysm <> angiotensin converting enzyme (ace) inhibitors,0,0,0,2,1,1,0,0,1,0
abdominal aortic aneurysm <> cyclosporine,0,2,3,2,1,1,1,0,1,0
abdominal aortic aneurysm <> doxycycline,0,2,4,2,2,11,2,2,8,0
abdominal aortic aneurysm <> perindopril,0,2,1,2,1,1,0,1,1,0
"abdominal obesity-metabolic syndrome <> 3 inhibitor, phosphodiesterase",0,1,1,1,1,1,0,1,1,0
abdominal obesity-metabolic syndrome <> acetylcysteine,0,1,1,1,1,1,0,0,0,0
"abdominal obesity-metabolic syndrome <> acids, conjugated linoleic",0,2,3,2,4,4,1,1,3,0
abdominal obesity-metabolic syndrome <> astaxanthin,0,1,2,2,1,1,1,0,1,0
abdominal obesity-metabolic syndrome <> chloroquine,0,1,4,3,1,1,0,0,1,0
abdominal obesity-metabolic syndrome <> chromium picolinate,0,1,0,1,2,2,1,1,0,0
abdominal obesity-metabolic syndrome <> citrulline,0,2,2,1,1,1,0,1,1,0
abdominal obesity-metabolic syndrome <> epigallocatechin gallate,0,2,2,2,2,2,0,0,2,0
abdominal obesity-metabolic syndrome <> estradiol,1,2,5,2,5,9,0,6,8,0
abdominal obesity-metabolic syndrome <> estrogens,1,2,7,5,6,11,0,5,11,0
abdominal obesity-metabolic syndrome <> hesperidin,0,1,1,2,1,1,0,1,1,0
abdominal obesity-metabolic syndrome <> leptin,0,2,3,2,2,3,0,0,3,0
abdominal obesity-metabolic syndrome <> leucine,0,1,1,2,2,3,0,1,3,0
abdominal obesity-metabolic syndrome <> lycopene,0,1,1,1,1,1,0,1,1,0
abdominal obesity-metabolic syndrome <> methionine,0,1,1,3,1,1,0,1,1,0
abdominal obesity-metabolic syndrome <> niacinamide,0,1,2,2,2,2,1,0,1,0
abdominal obesity-metabolic syndrome <> nitrite,0,2,3,2,2,4,1,1,4,0
abdominal obesity-metabolic syndrome <> polyunsaturated fatty acids,1,0,1,2,1,1,0,1,1,0
abdominal obesity-metabolic syndrome <> quercetin,0,3,2,4,5,5,1,2,5,0
abdominal obesity-metabolic syndrome <> selenium,0,1,1,2,2,2,0,0,2,0
abdominal obesity-metabolic syndrome <> thioctic acid,0,2,5,3,6,7,0,3,5,0
abdominal obesity-metabolic syndrome <> tocotrienols,0,1,1,3,1,2,1,1,2,0
abdominal obesity-metabolic syndrome <> ubidecarenone,0,1,2,2,2,2,0,0,2,0
abdominal pain <> naloxone,1,1,1,1,1,1,0,1,1,0
acidosis disorder <> citrate,0,1,1,0,1,1,0,1,1,0
"acne <> acid, aminolevulinic",0,0,0,1,1,1,0,0,0,0
acquired adult-onset immunodeficiency <> vitamin e,1,1,1,2,1,1,0,1,0,0
acquired aneurysmal subarachnoid hemorrhage <> alteplase,1,2,0,1,2,2,1,0,1,0
acquired aneurysmal subarachnoid hemorrhage <> dexmedetomidine,1,3,0,5,2,2,1,1,2,0
acquired aneurysmal subarachnoid hemorrhage <> minocycline,0,2,2,2,1,1,1,0,1,0
"acquired aneurysmal subarachnoid hemorrhage <> oxide, nitric",0,2,2,2,1,2,1,1,1,0
acquired aplastic anemia <> aplidin,0,1,0,2,1,1,1,1,1,0
acquired aplastic anemia <> decitabine,0,1,1,1,1,1,0,0,1,0
acquired aplastic anemia <> everolimus,0,0,0,1,1,1,0,0,1,0
acquired aplastic anemia <> imetelstat,0,0,0,1,1,1,0,0,0,0
acquired aplastic anemia <> jak inhibitors,0,1,2,2,1,1,0,0,1,0
acquired aplastic anemia <> jak2 inhibitor,1,1,1,2,3,3,1,0,2,0
acquired aplastic anemia <> jak2 inhibitors,0,0,0,1,1,1,0,0,1,0
acquired aplastic anemia <> pacritinib,1,1,2,1,1,1,0,0,1,0
acquired aplastic anemia <> plitidepsin,0,1,0,2,1,1,1,1,1,0
acquired aplastic anemia <> sb 1518,1,1,2,1,1,1,0,0,1,0
acquired peripheral neuropathy <> benzalkonium,1,1,1,3,1,1,1,0,1,0
acquired peripheral neuropathy <> incobotulinumtoxina,0,1,1,4,3,3,1,1,3,0
acquired peripheral neuropathy <> ketorolac,0,1,1,3,1,1,0,0,1,0
acquired peripheral neuropathy <> l-baclofen,0,1,1,1,1,1,0,0,0,0
acquired polycythemia vera <> dasatinib,0,1,3,1,1,1,0,0,0,0
acquired polycythemia vera <> erlotinib,0,0,0,1,1,1,0,0,0,0
acquired polycythemia vera <> hsp90 inhibitor,0,0,0,1,1,1,0,0,0,0
acquired polycythemia vera <> imatinib,0,1,3,1,1,2,0,0,0,0
acquired polycythemia vera <> jak2 inhibitor,0,1,3,1,1,1,0,0,0,0
acquired polycythemia vera <> tg101348,0,1,3,3,1,2,0,0,2,0
acromegaly <> pituitary growth hormone,0,1,1,2,1,1,0,0,1,0
acth-producing pituitary gland neoplasm <> rosiglitazone,0,2,0,2,1,1,0,1,1,0
"actinic keratosis <> pentanoic acid, 5-amino-4-oxo-, hexyl ester, hydrochloride",1,1,0,0,1,1,0,0,1,0
active peptic ulcer disease <> tc-325,1,1,0,0,1,1,0,1,1,0
acute allograft rejection <> cyclosporine,1,1,6,3,3,5,2,0,5,0
acute antibody-mediated rejection <> c1 esterase inhibitor,0,2,0,2,1,1,1,0,1,0
"acute closed-angle glaucoma <> acetate, glatiramer",0,1,1,1,1,1,1,0,1,0
acute closed-angle glaucoma <> glatiramer,0,1,1,1,1,1,1,0,1,0
acute disease <> adrenal cortex hormone,0,0,0,1,1,1,0,0,0,0
acute disease <> atorvastatin,0,1,1,1,1,1,0,0,1,0
acute disease <> capsaicin,1,1,1,1,1,1,0,0,1,0
acute disease <> diclofenac,0,2,2,2,2,2,0,0,2,0
"acute disease <> fatty acids, omega-3",1,1,0,2,1,1,1,0,0,0
acute disease <> hydroxymethylglutaryl coa reductase inhibitors,0,1,0,2,1,1,0,1,1,0
acute disease <> naproxen,0,1,1,2,1,1,0,0,1,0
acute disease <> nsaid,0,0,0,3,1,1,1,0,1,0
acute disease <> nsaids,0,0,0,1,1,1,0,0,1,0
acute disease <> ondansetron,0,0,0,0,1,1,0,0,0,0
acute disease <> simvastatin,0,1,0,2,1,1,0,1,1,0
acute disease <> sirolimus,0,1,1,2,1,1,0,0,0,0
acute disease <> tacrolimus,0,1,2,3,1,2,1,1,1,0
acute disease <> vitamin e,0,2,1,2,1,1,0,1,1,0
acute graft versus host disease <> bortezomib,0,1,3,3,1,2,1,0,2,0
acute graft versus host disease <> calcineurin inhibitors,1,1,5,4,1,1,0,0,1,0
acute graft versus host disease <> denileukin diftitox,0,1,0,1,1,1,0,0,1,0
acute graft versus host disease <> diphtheria toxin,0,1,0,1,1,1,0,0,1,0
acute graft versus host disease <> fk-506,0,1,4,3,1,2,1,1,0,0
acute graft versus host disease <> interleukin-2,0,1,0,1,1,1,0,0,1,0
acute hepatitis c virus infection <> silymarin,0,1,1,1,1,1,0,1,0,0
acute intermittent porphyria <> heme,0,0,0,0,1,1,0,0,0,0
acute intermittent porphyria <> heme arginate,0,0,0,0,1,1,0,0,0,0
acute intermittent porphyria <> tin mesoporphyrin,0,1,1,1,1,1,0,0,1,0
acute kidney failure <> adrenal cortex hormone,0,1,1,2,1,1,0,1,1,0
"acute kidney failure <> agents, iron chelating",0,1,2,2,2,2,1,0,1,0
acute kidney failure <> ap214,1,1,1,1,1,1,1,1,1,0
acute kidney failure <> atrial natriuretic factor,0,1,1,0,1,1,0,0,0,0
"acute kidney failure <> citrate, sildenafil",1,1,0,2,1,1,1,1,1,0
acute kidney failure <> creatine,0,1,1,2,1,1,0,0,1,0
acute kidney failure <> darbepoetin alfa,0,1,1,2,2,2,1,0,2,0
acute kidney failure <> deferoxamine,0,2,2,3,4,5,1,0,2,0
acute kidney failure <> endogenous antioxidants,1,2,6,5,4,10,4,3,7,0
"acute kidney failure <> erythropoietin (human, recombinant)",0,1,1,1,1,1,0,0,1,0
acute kidney failure <> glutathione,1,3,6,4,2,4,3,1,2,0
acute kidney failure <> iohexol,0,1,0,2,1,1,1,1,1,0
acute kidney failure <> levocarnitine,0,1,1,0,1,1,0,0,1,0
acute kidney failure <> loop diuretic agent,0,1,1,1,1,1,0,0,0,0
"acute kidney failure <> lymphocyte immune globulin, anti thymocyte globulin",0,0,0,0,1,1,0,0,0,0
acute kidney failure <> mesna,1,1,1,1,1,1,0,1,1,0
acute kidney failure <> methotrexate,0,1,1,1,1,1,0,1,1,0
acute kidney failure <> minocycline,0,1,1,2,1,1,1,0,1,0
"acute kidney failure <> mofetil, mycophenolate",0,1,2,3,2,2,1,2,1,0
acute kidney failure <> nesiritide,0,1,1,2,1,1,0,0,1,0
acute kidney failure <> rabbit anti-human t-lymphocyte globulin,0,0,0,0,1,1,0,0,0,0
acute kidney failure <> recombinant human alkaline phosphatase,0,1,1,3,1,2,1,1,2,0
acute kidney failure <> sildenafil,1,1,0,2,1,1,1,1,1,0
acute kidney failure <> spironolactone,0,1,1,3,4,5,3,2,4,0
"acute kidney failure <> sulfate, magnesium",0,1,1,1,1,1,0,0,1,0
acute kidney failure <> vitamin e,0,1,1,3,2,2,0,0,0,0
acute kidney tubular necrosis <> cyclosporine,0,2,4,3,2,2,0,0,2,0
acute leukemia <> azacitidine,1,1,3,2,1,1,0,0,1,0
acute leukemia <> cyclosporine,0,0,0,1,1,1,0,0,1,0
acute leukemia <> daunorubicin,0,2,3,2,3,3,0,0,1,0
acute leukemia <> histone deacetylase inhibitor,0,1,1,3,3,3,0,0,2,0
acute leukemia <> sirolimus,1,1,4,3,3,3,0,1,2,0
acute leukemia <> temozolomide,0,0,0,0,1,1,0,0,0,0
acute liver failure <> acetaminophen,1,2,5,3,5,8,1,0,5,0
acute liver failure <> filgrastim,0,1,1,2,1,1,1,1,1,0
acute liver failure <> idn 6556,0,1,0,0,1,1,0,0,0,0
acute liver failure <> mannitol,0,1,1,1,1,1,0,0,0,0
"acute liver failure <> oxide, nitric",0,2,2,2,1,1,0,0,0,0
acute lymphoblastic leukemia <> adrenal cortex hormone,1,1,0,5,3,3,0,0,1,0
acute lymphoblastic leukemia <> amd 3100,0,0,0,1,1,1,0,0,1,0
acute lymphoblastic leukemia <> amn107,1,1,2,3,1,1,0,0,0,0
acute lymphoblastic leukemia <> atg,0,0,0,1,1,1,0,0,0,0
acute lymphoblastic leukemia <> azacitidine,1,1,0,3,2,2,0,0,0,0
acute lymphoblastic leukemia <> bendamustine,0,0,0,2,1,1,0,0,1,0
acute lymphoblastic leukemia <> cmc544,1,1,2,1,1,1,0,0,1,0
acute lymphoblastic leukemia <> cxcr4 antagonist,0,1,3,3,1,3,0,1,2,0
acute lymphoblastic leukemia <> decitabine,0,0,0,2,2,2,0,0,0,0
acute lymphoblastic leukemia <> dextromethorphan,0,1,1,2,1,1,1,0,1,0
acute lymphoblastic leukemia <> everolimus,1,1,1,2,1,3,0,0,2,0
acute lymphoblastic leukemia <> gemcitabine,0,1,1,3,1,1,0,1,1,0
acute lymphoblastic leukemia <> histone deacetylase inhibitor,1,1,9,4,7,11,1,0,6,0
acute lymphoblastic leukemia <> idelalisib,0,1,1,1,1,2,0,0,1,0
"acute lymphoblastic leukemia <> inhibitor, protein kinase",0,0,0,1,1,1,0,0,0,0
acute lymphoblastic leukemia <> intrathecal methotrexate,0,1,1,2,1,1,0,0,1,0
acute lymphoblastic leukemia <> metformin,0,0,0,3,1,1,1,0,0,0
acute lymphoblastic leukemia <> methylprednisolone,0,0,0,2,1,1,0,0,0,0
acute lymphoblastic leukemia <> midostaurin,0,1,2,2,1,2,0,0,0,0
acute lymphoblastic leukemia <> monoclonal antibody,0,1,3,3,1,1,0,0,0,0
acute lymphoblastic leukemia <> panobinostat,1,1,1,2,1,1,0,0,0,0
acute lymphoblastic leukemia <> pegcrisantaspase,1,1,3,2,1,1,0,0,1,0
acute lymphoblastic leukemia <> plerixafor,0,1,8,5,3,8,0,0,5,0
acute lymphoblastic leukemia <> ponatinib,1,1,4,1,1,1,0,0,1,0
acute lymphoblastic leukemia <> rad 001,0,1,1,1,1,1,0,0,1,0
acute lymphoblastic leukemia <> ruxolitinib,1,1,4,5,4,6,0,1,5,0
acute lymphoblastic leukemia <> staurosporine,0,1,2,2,1,2,0,0,0,0
acute lymphoblastic leukemia <> treosulfan,1,1,2,1,1,1,0,0,0,0
acute lymphoblastic leukemia <> vorinostat,1,1,5,2,2,5,1,0,2,0
acute mountain sickness <> ambrisentan,0,1,1,3,1,1,0,1,1,0
acute myeloid leukemia <> abt-199,0,1,1,2,1,1,0,0,0,0
acute myeloid leukemia <> arsenic,0,1,3,1,2,2,0,0,1,0
acute myeloid leukemia <> atg,0,0,0,0,1,1,0,0,0,0
acute myeloid leukemia <> bortezomib,0,1,1,2,2,2,0,0,0,0
acute myeloid leukemia <> ct 53518,0,1,1,2,1,1,0,0,0,0
acute myeloid leukemia <> doxorubicin liposome,1,1,1,1,1,1,0,1,0,0
acute myeloid leukemia <> everolimus,1,1,1,1,1,1,0,1,1,0
acute myeloid leukemia <> histone deacetylase inhibitor,0,1,3,2,3,3,0,0,1,0
acute myeloid leukemia <> imatinib,1,1,4,3,2,2,0,0,1,0
acute myeloid leukemia <> midostaurin,1,1,4,3,2,3,0,1,1,0
acute myeloid leukemia <> pkc412,0,1,3,3,1,2,0,0,0,0
acute myeloid leukemia <> plerixafor,0,1,6,4,1,1,0,0,1,0
acute myeloid leukemia <> ribavirin,0,1,0,1,1,1,0,0,0,0
acute myeloid leukemia <> ruxolitinib,0,0,0,3,1,1,0,0,0,0
acute myeloid leukemia <> sorafenib,0,1,2,2,2,2,0,1,1,0
acute myeloid leukemia <> staurosporine,1,1,4,3,2,3,0,1,1,0
acute myeloid leukemia <> sunitinib,1,2,4,2,1,1,0,0,1,0
acute myeloid leukemia <> tandutinib,0,1,1,2,1,1,0,0,0,0
acute myeloid leukemia <> valproate,0,1,3,1,1,1,0,0,1,0
acute myeloid leukemia <> valproic acid,0,1,3,1,1,1,0,0,1,0
acute myeloid leukemia <> vorinostat,0,1,1,3,2,3,0,1,2,0
acute myeloid leukemia and myelodysplastic syndromes related to radiation <> interleukin 12,1,1,0,3,1,2,1,1,1,0
acute myeloid leukemia and myelodysplastic syndromes related to radiation <> rhuil-12,1,1,0,3,1,2,1,1,1,0
acute myeloid leukemia by fab classification <> abt-199,1,1,5,4,3,7,0,4,6,0
acute myeloid leukemia by fab classification <> actinium,0,0,0,0,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> akt inhibitor,1,1,0,4,1,1,0,1,1,0
acute myeloid leukemia by fab classification <> alemtuzumab,0,1,4,4,1,3,1,0,2,0
acute myeloid leukemia by fab classification <> alisertib,1,1,3,2,1,2,0,1,0,0
acute myeloid leukemia by fab classification <> ara,0,1,0,2,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> arsenic,1,1,4,3,3,3,0,0,2,0
acute myeloid leukemia by fab classification <> atg,1,0,0,1,2,2,0,0,0,0
acute myeloid leukemia by fab classification <> atorvastatin,1,1,2,1,1,1,1,0,1,0
acute myeloid leukemia by fab classification <> aurora a kinase inhibitor,1,1,1,2,1,1,0,1,0,0
acute myeloid leukemia by fab classification <> azathioprine,0,0,0,1,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> bay 43-9006,1,1,0,3,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> bendamustine,0,1,1,2,1,1,0,1,1,0
acute myeloid leukemia by fab classification <> binimetinib,0,1,1,4,0,1,0,0,0,0
acute myeloid leukemia by fab classification <> bl-8040,1,1,4,2,1,2,0,1,2,0
acute myeloid leukemia by fab classification <> bortezomib,1,1,4,3,3,4,0,0,2,0
acute myeloid leukemia by fab classification <> cc-486,0,1,2,1,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> cma 676,0,0,0,1,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> cxcr4 antagonist,0,1,2,3,3,3,0,2,2,0
acute myeloid leukemia by fab classification <> dasatinib,1,2,1,4,3,5,1,0,4,0
"acute myeloid leukemia by fab classification <> deacetylases, histone",0,0,0,2,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> erythrocyte burst promoting factor,1,2,2,3,1,2,0,0,0,0
acute myeloid leukemia by fab classification <> flt3 inhibitors,1,3,9,3,4,8,0,4,4,0
acute myeloid leukemia by fab classification <> gleevec,1,1,1,1,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> histone deacetylase inhibitor,1,2,15,4,10,23,0,6,17,0
acute myeloid leukemia by fab classification <> hypomethylating agent,0,1,1,3,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> imatinib,1,2,4,2,4,4,0,0,2,0
acute myeloid leukemia by fab classification <> interleukin-6,0,1,1,2,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> kpt-330,1,1,5,5,1,3,0,1,2,0
acute myeloid leukemia by fab classification <> lbh589,0,1,0,1,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> mek inhibitor,1,1,1,3,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> mek162,0,1,1,4,0,1,0,0,0,0
"acute myeloid leukemia by fab classification <> mesylate, imatinib",1,1,1,1,2,2,0,0,1,0
acute myeloid leukemia by fab classification <> minocycline,1,1,1,3,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> mln 8237,1,1,3,2,1,2,0,1,0,0
acute myeloid leukemia by fab classification <> nexavar,1,1,0,3,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> omacetaxine mepesuccinate,1,1,7,4,2,8,0,4,6,0
acute myeloid leukemia by fab classification <> plerixafor,1,1,2,3,4,4,1,1,3,0
acute myeloid leukemia by fab classification <> pomalidomide,0,1,1,1,1,1,0,1,1,0
acute myeloid leukemia by fab classification <> pracinostat,1,1,3,0,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> rolipram,0,1,1,1,1,1,1,0,0,0
acute myeloid leukemia by fab classification <> selective inhibitor of nuclear export,0,1,3,5,1,2,0,1,1,0
acute myeloid leukemia by fab classification <> selinexor,1,1,5,5,1,4,0,1,3,0
acute myeloid leukemia by fab classification <> silmitasertib,1,1,3,5,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> sorafenib tosylate,1,1,0,3,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> sti571,1,1,1,1,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> sulindac,1,1,1,1,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> tagraxofusp,1,1,0,2,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> talazoparib,1,1,1,2,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> thalidomide,0,1,1,1,1,1,0,1,1,0
acute myeloid leukemia by fab classification <> thrombopoietin,0,1,1,2,1,2,1,1,1,0
acute myeloid leukemia by fab classification <> tigecycline,0,1,1,0,1,1,0,0,0,0
acute myeloid leukemia by fab classification <> trametinib,1,1,1,2,1,1,0,0,1,0
acute myeloid leukemia by fab classification <> valproate,1,2,7,3,5,8,0,1,6,0
acute myeloid leukemia by fab classification <> valproic acid,1,2,7,3,4,7,0,1,6,0
acute myeloid leukemia by fab classification <> vitamin c,1,1,2,3,1,1,1,1,0,0
acute myeloid leukemia by fab classification <> vp-16,0,0,0,1,1,1,0,0,0,0
acute myeloid leukemia with 11q23 abnormalities <> midostaurin,0,1,3,1,1,1,0,0,0,0
acute myeloid leukemia with 11q23 abnormalities <> pkc412,0,1,3,1,1,1,0,0,0,0
acute myeloid leukemia with 11q23 abnormalities <> staurosporine,0,1,3,1,1,1,0,0,0,0
"acute myeloid leukemia, flt3 internal tandem duplication <> flt3 inhibitors",0,1,1,3,1,1,0,0,1,0
"acute myeloid leukemia, flt3 tyrosine kinase domain point mutation <> midostaurin",1,1,0,2,1,1,0,1,1,0
"acute myeloid leukemia, flt3 tyrosine kinase domain point mutation <> staurosporine",1,1,0,2,1,1,0,1,1,0
acute myocardial infarction <> acetaminophen,0,1,0,1,1,1,0,0,1,0
acute myocardial infarction <> alpha 1 antitrypsin,0,1,2,2,1,1,1,1,1,0
acute myocardial infarction <> cxcr4 antagonist,0,1,2,2,1,1,0,0,1,0
acute myocardial infarction <> endothelins,0,2,2,3,2,2,0,2,1,0
acute myocardial infarction <> epon,0,1,2,1,2,2,1,2,1,0
acute myocardial infarction <> epoxy resins,0,1,2,1,2,2,1,2,1,0
acute myocardial infarction <> glucaric acid,0,2,2,3,2,2,0,0,2,0
acute myocardial infarction <> melatonin,1,2,3,2,2,2,1,1,1,0
acute myocardial infarction <> nitrite,0,2,2,2,2,2,1,0,2,0
acute myocardial infarction <> sevoflurane,0,3,2,3,2,3,1,2,3,0
acute myocardial infarction <> technetium tc 99m glucarate,0,2,2,3,2,2,0,0,2,0
acute myocardial infarction <> telmisartan,0,1,1,3,1,1,1,1,1,0
acute pain <> cholinesterase inhibitor,0,1,1,2,1,1,0,0,1,0
"acute pain <> hydrochloride, naloxone",0,2,2,2,2,2,0,1,2,0
acute pain <> minocycline,0,2,2,3,2,2,0,0,2,0
acute pain <> naloxone,1,2,12,5,12,27,5,6,24,0
"acute pancreatitis <> acid, docosahexaenoic",0,0,0,1,1,1,0,0,0,0
acute pancreatitis <> antibiotic,1,2,2,2,1,2,0,2,2,0
acute pancreatitis <> dexamethasone,0,1,2,3,3,7,2,2,7,0
acute pancreatitis <> docosahexaenoate,0,0,0,1,1,1,0,0,0,0
acute pancreatitis <> glutamine,0,1,1,2,1,1,1,0,1,0
acute pancreatitis <> hemin,1,1,3,3,1,2,0,0,2,0
acute pancreatitis <> secretin,1,3,6,3,2,5,1,3,2,0
acute pancreatitis <> somatostatin,0,3,2,2,2,4,1,1,3,0
acute promyelocytic leukemia <> cyclophosphamide,0,1,1,1,1,1,0,0,1,0
acute promyelocytic leukemia <> decitabine,0,0,0,1,1,1,0,0,0,0
acute promyelocytic leukemia <> depsipeptide,0,0,0,0,1,1,0,0,0,0
acute promyelocytic leukemia <> histone deacetylase inhibitor,0,1,3,2,2,3,0,0,0,0
acute promyelocytic leukemia <> romidepsin,0,0,0,0,1,1,0,0,0,0
acute pyelonephritis <> acetylcysteine,1,1,1,1,1,1,0,0,1,0
acute radiation syndrome <> dexamethasone,0,1,0,2,1,1,0,0,1,0
"acute respiratory distress syndrome <> 2 inhibitor, cyclooxygenase",1,2,3,3,3,3,2,2,3,0
acute respiratory distress syndrome <> acetylcysteine,1,6,11,5,14,48,17,24,44,0
"acute respiratory distress syndrome <> acid, ascorbic",0,2,3,2,3,4,2,2,4,0
"acute respiratory distress syndrome <> acid, gamma-linolenic",0,1,1,1,1,1,0,1,1,0
acute respiratory distress syndrome <> albuterol,1,2,3,3,2,5,1,3,5,0
acute respiratory distress syndrome <> aspirin,1,3,4,3,4,9,1,0,5,0
acute respiratory distress syndrome <> beta-adrenergic agonists,1,1,1,1,1,1,0,0,1,0
"acute respiratory distress syndrome <> colony-stimulating factor, granulocyte-macrophage",0,1,3,2,2,2,0,0,2,0
acute respiratory distress syndrome <> dobutamine,1,3,3,3,2,4,0,0,4,0
acute respiratory distress syndrome <> dopamine,0,1,1,2,1,1,0,0,1,0
acute respiratory distress syndrome <> edaravone,1,2,2,2,2,3,1,2,2,0
acute respiratory distress syndrome <> eicosapentaenoate,0,1,1,1,2,2,0,2,1,0
acute respiratory distress syndrome <> eicosapentaenoic acid,0,1,1,1,2,2,0,2,1,0
acute respiratory distress syndrome <> endogenous antioxidants,1,2,3,2,2,3,0,1,3,0
acute respiratory distress syndrome <> fluorocarbons,1,2,4,5,8,10,2,6,6,0
acute respiratory distress syndrome <> formoterol,0,1,1,3,2,2,0,1,2,0
acute respiratory distress syndrome <> gamma-linolenate,0,1,1,1,1,1,0,1,1,0
acute respiratory distress syndrome <> glucose,0,1,1,3,1,1,1,0,1,0
acute respiratory distress syndrome <> glutathione,0,1,2,2,1,2,1,0,2,0
acute respiratory distress syndrome <> hetastarch,0,2,2,3,2,2,0,2,2,0
acute respiratory distress syndrome <> hypertonic saline solutions,1,1,1,3,1,1,1,1,1,0
acute respiratory distress syndrome <> insulin,0,1,2,3,2,3,1,0,3,0
acute respiratory distress syndrome <> lipopolysaccharide,1,1,1,2,3,3,0,2,2,0
acute respiratory distress syndrome <> metoprolol,0,1,0,1,1,1,0,0,1,0
acute respiratory distress syndrome <> nitroprusside,0,3,3,3,2,4,1,3,4,0
"acute respiratory distress syndrome <> nitroprusside, sodium",0,2,2,3,2,3,1,3,3,0
acute respiratory distress syndrome <> phosphatidylglycerol,0,1,0,2,2,2,0,1,1,0
acute respiratory distress syndrome <> pulmonary surfactant,1,5,10,5,8,18,9,15,18,0
acute respiratory distress syndrome <> salmeterol,0,1,1,2,1,1,0,1,1,0
acute respiratory distress syndrome <> simvastatin,0,0,0,1,1,1,0,0,0,0
"acute respiratory distress syndrome <> sodium succinate, methylprednisolone",0,1,1,2,1,1,0,1,1,0
acute respiratory distress syndrome <> solnatide,0,3,0,2,1,2,0,0,1,0
acute respiratory distress syndrome <> tranexamic acid,0,1,1,1,1,1,0,1,0,0
acute respiratory distress syndrome <> urinastatin,1,2,2,3,1,4,1,4,4,0
acute respiratory distress syndrome <> urokinase,0,5,0,4,3,3,1,1,2,0
acute respiratory distress syndrome <> vitamin c,0,1,1,2,2,2,1,1,1,0
"acute respiratory failure <> oxide, nitric",0,2,1,2,1,1,0,0,1,0
acute respiratory failure <> pulmonary surfactant,0,1,1,2,1,1,0,1,1,0
acute seizures <> topiramate,0,1,1,3,1,1,1,0,0,0
acute spinal cord injury <> minocycline,0,1,1,1,1,1,0,1,1,0
acute spinal cord injury <> riluzole,0,1,1,2,1,1,0,0,1,0
acute stress disorder <> lithium,0,1,1,2,1,1,0,0,0,0
acute urinary retention <> tamsulosin,0,1,1,1,1,1,0,0,1,0
adenocarcinoma <> cetuximab,0,1,0,2,1,1,0,0,1,0
adenocarcinoma <> crizotinib,0,0,0,2,1,2,1,0,1,0
adenocarcinoma <> doxorubicin,0,1,4,2,2,2,0,0,1,0
adenocarcinoma <> estrogens,1,1,1,2,1,1,0,0,1,0
adenocarcinoma <> everolimus,0,1,1,3,1,1,0,0,1,0
adenocarcinoma <> fluorouracil,0,1,1,1,2,2,0,0,0,0
adenocarcinoma <> interleukin-2,0,1,1,1,0,1,0,1,0,0
adenocarcinoma <> trastuzumab,0,0,0,1,1,1,0,0,0,0
adenoma <> dopamine agonist,0,1,0,1,1,1,0,0,0,0
adenoma <> dopamine agonists,0,0,0,1,1,1,0,0,0,0
adenomyosis <> estradiol,1,1,1,2,2,2,0,0,2,0
adolescent idiopathic scoliosis <> melatonin,1,2,2,2,3,4,1,1,2,0
adrenal carcinoma <> cyclophosphamide,1,1,2,1,1,1,0,0,1,0
adrenal carcinoma <> docetaxel,0,1,0,2,1,1,0,0,1,0
adrenal cortex carcinoma <> cyclophosphamide,1,1,2,1,1,1,0,0,1,0
adrenal cortex carcinoma <> docetaxel,0,1,0,2,1,1,0,0,1,0
adrenal gland hyperfunction <> esmolol,1,1,1,1,1,1,0,0,1,0
adrenal gland hyperfunction <> spironolactone,0,1,2,2,2,2,1,0,1,0
adrenal gland pheochromocytoma <> dotatate,0,1,1,4,1,1,0,1,1,0
adrenal gland pheochromocytoma <> lutetium dotatate lu-177,0,1,1,4,1,1,0,1,1,0
adrenal gland pheochromocytoma <> somatostatin analog,0,0,0,1,1,1,0,0,0,0
adrenal gland pheochromocytoma <> vascular endothelial growth factor a,0,1,0,0,1,1,0,0,0,0
adult acute respiratory distress syndrome <> endogenous antioxidants,0,2,1,2,1,1,0,0,1,0
adult acute respiratory distress syndrome <> insulin,0,1,1,2,1,1,0,1,1,0
adult acute respiratory distress syndrome <> pulmonary surfactant,0,2,1,2,2,2,1,1,2,0
