drug_name,tested_both_sexes,species_unique,strain_unique,assay_unique,country_unique,articles_total,articles_blinding,articles_randomization,articles_welfare,target
glioma <> vandetanib,1,1,1,1,1,2,0,0,2,0
glioma <> vinblastine,1,1,1,3,1,2,1,2,2,0
glioma <> vincristine,1,2,4,3,4,7,0,2,3,0
glioma <> zd 6474,1,1,1,1,1,2,0,0,2,0
grade iii glioma <> carboplatin,0,1,0,1,1,1,0,1,1,0
grade iii meningioma <> temozolomide,1,1,0,3,1,1,0,0,1,0
huntington disease <> alprazolam,1,1,1,4,1,2,1,1,2,0
huntington disease <> bn82451,1,1,2,1,1,1,0,0,1,0
huntington disease <> cannabinoid,0,3,7,3,4,6,0,1,4,0
huntington disease <> cyclophosphamide,0,1,2,3,1,1,1,1,0,0
huntington disease <> cyclosporine,0,1,1,2,2,2,2,1,2,0
huntington disease <> cysteamine,1,1,3,2,3,4,0,1,2,0
huntington disease <> epigallocatechin gallate,0,1,1,2,1,1,0,1,1,0
huntington disease <> phenylbutyrate,1,1,1,3,1,1,0,0,1,0
huntington disease <> rolipram,1,2,2,3,1,3,3,2,3,0
huntington disease <> ubidecarenone,1,2,9,5,3,9,4,4,6,0
huntington disease <> ursodeoxycholate,0,2,2,3,1,2,1,1,2,0
huntington disease <> ursodiol,0,2,2,3,1,2,1,1,2,0
huntington disease <> valproate,0,1,1,1,0,1,0,0,0,0
huntington disease <> valproic acid,0,1,1,1,0,1,0,0,0,0
idiopathic generalized epilepsy <> apomorphine,1,2,3,2,4,5,0,0,2,0
idiopathic generalized epilepsy <> lidocaine,1,4,3,3,3,4,1,2,4,0
idiopathic generalized epilepsy <> propofol,1,2,5,2,3,3,0,0,2,0
major depressive disorder <> acetylcysteine,0,2,2,2,1,2,0,0,2,0
major depressive disorder <> amisulpride,0,1,1,1,1,1,0,0,1,0
major depressive disorder <> cycloserine,0,1,4,2,2,2,1,0,2,0
major depressive disorder <> flx,0,2,3,2,2,2,0,0,2,0
major depressive disorder <> ghrelin,1,2,2,4,1,3,0,1,3,0
major depressive disorder <> inositol,0,1,1,1,1,1,0,0,1,0
major depressive disorder <> mood stabilizers,0,1,2,2,3,3,1,0,3,0
major depressive disorder <> morphine,1,1,2,2,2,4,1,0,4,0
major depressive disorder <> n methylaspartate,1,2,6,3,4,5,2,1,4,0
major depressive disorder <> n-methyl-d-aspartate (nmda) receptor antagonist,0,1,2,1,1,1,0,0,1,0
major depressive disorder <> serotonin agents,1,1,2,3,1,1,0,1,1,0
major depressive disorder <> ssr125543,0,3,2,2,1,1,1,1,1,0
major depressive disorder <> testosterone,1,1,1,2,1,1,1,1,1,0
major depressive disorder <> yohimbine,0,2,1,3,3,3,0,1,1,0
major depressive disorder <> zinc,0,0,1,3,1,2,0,1,1,0
malignant glioma <> (benzoylphenyl)alanyl,0,1,1,2,1,1,0,0,1,0
"malignant glioma <> 2-(2-oxo-2-((3,7,11-trimethyl-2,6,10-dodecatrienyl)oxy)aminoethyl)phosphonic acid, (2,2-dimethyl-1-oxopropoxy)methyl ester sodium",0,1,0,0,1,1,0,1,1,0
"malignant glioma <> 3,4-dihydroxyphenylalanine",0,1,1,1,1,1,0,1,1,0
malignant glioma <> ang1005,1,1,3,2,1,1,0,0,1,0
malignant glioma <> anti-vegf humanized monoclonal antibody,0,2,0,2,2,2,0,1,1,0
malignant glioma <> anticonvulsant,1,1,2,2,1,1,0,0,1,0
malignant glioma <> arsenic trioxide,0,2,1,3,1,2,0,1,2,0
malignant glioma <> busulfan,1,1,1,0,1,1,0,1,0,0
malignant glioma <> camptothecin,1,1,1,3,1,1,0,1,0,0
malignant glioma <> carboplatin,1,4,3,4,5,10,0,2,7,0
malignant glioma <> ccnu,0,1,0,2,1,1,0,1,1,0
malignant glioma <> cetuximab,0,1,0,1,0,1,0,0,1,0
malignant glioma <> cisplatin,1,2,7,4,9,14,1,5,8,0
"malignant glioma <> colony-stimulating factor, granulocyte-macrophage",0,1,1,2,1,1,0,1,1,0
malignant glioma <> cpt 11,1,2,2,5,2,4,0,3,1,0
malignant glioma <> cyclophosphamide,1,2,4,5,3,4,1,1,1,0
malignant glioma <> dasatinib,0,1,0,3,1,2,0,0,2,0
malignant glioma <> dexamethasone,1,2,2,3,6,7,1,1,5,0
malignant glioma <> doxorubicin,1,2,8,3,5,8,1,6,7,0
malignant glioma <> etoposide,1,1,2,3,2,2,0,0,0,0
malignant glioma <> everolimus,0,1,1,2,0,1,0,0,0,0
malignant glioma <> flt,0,1,0,4,1,1,0,0,1,0
malignant glioma <> flucytosine,1,2,5,4,3,7,2,3,7,0
malignant glioma <> fluorothymidine (18-f),0,1,0,4,1,1,0,0,1,0
malignant glioma <> fluorouracil,0,2,1,2,1,1,0,0,1,0
malignant glioma <> ganciclovir,1,3,10,4,8,20,0,2,11,0
malignant glioma <> ganciclovir elaidate,0,1,0,1,1,1,0,1,1,0
malignant glioma <> gefitinib,0,1,3,3,2,4,0,1,4,0
malignant glioma <> grn1005,1,1,3,2,1,1,0,0,1,0
malignant glioma <> histone deacetylase inhibitor,0,2,5,4,2,2,0,1,2,0
"malignant glioma <> inhibitor, angiogenesis",0,2,2,2,2,2,0,0,2,0
malignant glioma <> interleukin-2,1,1,2,2,2,3,0,1,3,0
malignant glioma <> iodine radioisotopes,0,2,2,1,1,1,0,0,1,0
malignant glioma <> irinotecan,1,2,4,5,4,6,1,4,3,0
malignant glioma <> irinotecan hydrochloride,1,2,2,5,2,4,0,3,1,0
malignant glioma <> lomustine,0,1,0,2,1,1,0,1,1,0
malignant glioma <> mtor inhibitors,1,2,2,1,1,1,0,0,1,0
malignant glioma <> myocet,1,1,1,0,1,1,0,1,1,0
malignant glioma <> o(6)-benzylguanine,0,2,0,1,1,1,0,1,0,0
malignant glioma <> p-boronophenylalanine,0,1,1,4,1,2,0,2,0,0
malignant glioma <> paclitaxel,1,2,11,4,9,18,0,7,15,0
malignant glioma <> panobinostat,1,2,3,3,2,2,1,2,2,0
malignant glioma <> procarbazine,0,1,0,2,1,1,0,1,1,0
malignant glioma <> protoporphyrin,0,1,1,1,1,1,0,0,1,0
malignant glioma <> sirolimus,1,2,4,5,6,9,1,2,6,0
malignant glioma <> sn-38,1,1,1,4,2,2,0,1,1,0
malignant glioma <> sorafenib,0,1,1,2,1,1,0,0,1,0
malignant glioma <> steroid,0,1,1,0,1,1,0,0,1,0
malignant glioma <> sunitinib,1,1,1,0,1,1,0,0,0,0
malignant glioma <> tamoxifen,1,2,1,4,2,3,0,0,0,0
malignant glioma <> tem,0,0,0,1,1,1,0,0,0,0
malignant glioma <> temsirolimus,0,1,0,2,1,1,0,1,1,0
malignant glioma <> topoisomerase i inhibitor,1,1,2,4,1,2,0,2,1,0
malignant glioma <> topotecan,0,1,1,4,2,2,0,1,1,0
malignant glioma <> valproate,1,3,7,5,5,7,0,3,5,0
malignant glioma <> valproic acid,1,3,5,5,4,6,0,3,4,0
malignant glioma <> vandetanib,1,2,2,3,2,3,1,1,2,0
malignant glioma <> vincristine,0,1,0,2,2,2,0,1,1,0
malignant glioma <> zd 6474,1,2,2,3,2,3,1,1,2,0
menopausal depression <> estradiol,1,1,1,2,1,1,1,1,1,0
metabolic epilepsy <> triheptanoin,0,0,0,2,1,1,0,0,1,0
methamphetamine dependence <> buprenorphine,0,1,1,1,1,1,0,0,1,0
methamphetamine dependence <> methylphenidate,0,1,0,0,2,3,0,1,2,0
methamphetamine dependence <> ondansetron,0,0,0,0,1,1,1,0,0,0
mild traumatic brain injury <> acetylcysteine,0,1,1,3,1,1,0,0,1,0
mild traumatic brain injury <> lithium,0,1,1,3,1,1,0,1,1,0
mild traumatic brain injury <> melatonin,0,1,1,3,1,1,1,1,1,0
mild traumatic brain injury <> ondansetron,0,1,1,2,1,1,1,1,1,0
motor neuron disorder <> riluzole,1,3,4,3,6,9,4,1,7,0
motor neuron disorder <> tamoxifen,0,1,0,1,1,1,0,0,0,0
mtbi <> acetylcysteine,0,2,2,2,1,1,0,1,1,0
multiple sclerosis <> 123i-clinde,0,1,1,2,1,1,0,0,0,0
multiple sclerosis <> 17-hydro-9-dehydro-andrographolide,1,1,2,4,1,1,0,0,1,0
multiple sclerosis <> acetylcysteine,1,2,5,4,7,14,4,4,11,0
"multiple sclerosis <> acid, uric",1,2,3,4,2,4,0,0,0,0
"multiple sclerosis <> agent, immunosuppressive",1,0,0,2,1,1,0,0,0,0
multiple sclerosis <> amiloride,1,1,2,4,2,3,1,1,3,0
multiple sclerosis <> antibody,0,1,1,2,1,1,1,0,0,0
multiple sclerosis <> atorvastatin,1,2,6,4,2,6,2,0,5,0
multiple sclerosis <> beta 1 interferon,0,2,0,2,1,1,0,0,0,0
multiple sclerosis <> caffeine,1,2,2,4,2,2,1,2,2,0
"multiple sclerosis <> carbonate, lithium",0,1,1,0,1,1,0,0,0,0
multiple sclerosis <> clemastine,0,2,2,4,3,3,1,0,3,0
multiple sclerosis <> clemastine fumarate,0,1,0,3,1,1,1,0,1,0
"multiple sclerosis <> colony-stimulating factor, granulocyte-macrophage",1,1,2,4,4,4,0,1,3,0
multiple sclerosis <> dexamethasone,1,3,11,5,11,23,5,2,13,0
multiple sclerosis <> dexrazoxane,1,1,1,4,1,1,1,0,1,0
multiple sclerosis <> endogenous antioxidants,1,0,0,1,1,1,0,0,0,0
multiple sclerosis <> epon,1,1,2,5,2,2,1,0,2,0
multiple sclerosis <> epoxy resins,1,1,2,5,2,2,1,0,2,0
multiple sclerosis <> estradiol,1,2,11,5,5,12,1,1,7,0
multiple sclerosis <> estrogens,1,2,14,5,6,26,5,2,17,0
multiple sclerosis <> filgrastim,1,1,2,4,1,1,0,0,0,0
multiple sclerosis <> fluoxetine,1,2,1,4,2,2,1,2,1,0
multiple sclerosis <> idebenone,1,1,1,4,1,1,1,0,1,0
multiple sclerosis <> immunoglobulins,0,1,1,0,1,1,0,0,0,0
multiple sclerosis <> immunomodulator,1,1,1,3,2,2,0,0,1,0
multiple sclerosis <> insulin-like growth factor i,0,1,0,1,1,1,0,0,0,0
multiple sclerosis <> interferon alfa,1,1,5,4,1,3,0,0,1,0
multiple sclerosis <> interferon type i,1,2,5,3,2,3,0,0,0,0
multiple sclerosis <> lamotrigine,0,1,2,3,1,2,1,1,1,0
multiple sclerosis <> linoleate,0,0,0,3,1,1,0,0,1,0
multiple sclerosis <> linoleic acid,0,0,0,3,1,1,0,0,1,0
multiple sclerosis <> lithium,1,1,3,4,2,2,0,0,1,0
"multiple sclerosis <> lymphocyte immune globulin, anti thymocyte globulin",0,1,2,3,1,1,0,0,1,0
multiple sclerosis <> melatonin,1,3,2,4,7,12,4,7,9,0
multiple sclerosis <> minocycline,1,2,13,5,10,26,12,7,18,0
multiple sclerosis <> monoclonal antibody,1,2,15,5,7,19,11,2,14,0
multiple sclerosis <> olesoxime,0,2,1,3,1,1,0,1,1,0
multiple sclerosis <> omega-6 fatty acids,0,2,2,3,3,3,0,0,0,0
multiple sclerosis <> oxcarbazepine,1,1,5,5,1,2,2,2,2,0
multiple sclerosis <> phenytoin,0,1,3,4,2,4,2,3,3,0
multiple sclerosis <> pioglitazone,1,2,4,5,6,9,1,0,4,0
multiple sclerosis <> polyunsaturated fatty acids,0,0,0,2,1,1,0,0,0,0
multiple sclerosis <> prednisolone,1,1,3,4,2,3,2,0,2,0
multiple sclerosis <> quetiapine,1,1,1,4,1,1,0,0,1,0
multiple sclerosis <> riluzole,1,1,3,3,1,1,1,0,1,0
multiple sclerosis <> rolipram,1,3,6,4,6,10,4,0,6,0
multiple sclerosis <> rtl-1000,1,1,1,4,1,1,1,1,1,0
multiple sclerosis <> sildenafil,1,1,1,2,1,1,1,1,1,0
multiple sclerosis <> sphingosine,0,0,0,1,1,1,0,0,0,0
myocardial depression <> pimagedine,0,2,2,2,2,2,0,0,1,0
neuralgia <> (+-)-milnacipran,1,2,5,4,7,16,7,3,15,0
neuralgia <> acetylcarnitine,0,2,3,4,2,6,5,2,6,0
neuralgia <> adenosine,0,1,1,2,3,6,1,2,6,0
neuralgia <> ara290,1,2,2,4,2,5,1,3,4,0
neuralgia <> atenolol,0,1,1,0,1,1,0,0,1,0
neuralgia <> av-411,0,1,3,3,1,1,1,0,0,0
neuralgia <> benphothiamine,1,2,1,3,2,2,0,0,1,0
neuralgia <> bicifadine,0,2,4,4,1,1,1,1,1,0
"neuralgia <> blue, methylene",0,1,1,1,2,2,0,1,1,0
neuralgia <> cisplatin,1,3,5,4,4,5,1,1,5,0
neuralgia <> clobazam,1,1,2,2,1,2,1,0,0,0
neuralgia <> cycloserine,0,1,1,1,1,1,1,0,1,0
neuralgia <> d-methadone,0,1,1,2,1,1,0,0,1,0
neuralgia <> dextromethorphan,0,2,4,5,10,15,4,4,13,0
neuralgia <> ethosuximide,1,2,2,2,6,7,2,1,6,0
neuralgia <> gabaa agonists,0,1,1,1,1,1,0,0,1,0
neuralgia <> gamma-aminobutyrate,1,3,7,5,13,19,5,3,15,0
"neuralgia <> hydrochloride, venlafaxine",0,1,1,1,1,1,1,1,1,0
neuralgia <> ibuprofen,0,2,4,4,5,9,6,3,8,0
neuralgia <> krn 5500,0,1,1,0,1,2,1,0,2,0
neuralgia <> menthol,0,2,3,4,4,4,2,1,4,0
neuralgia <> midazolam,0,2,3,3,6,8,3,2,7,0
neuralgia <> nerve growth factor,1,2,6,4,12,21,10,11,17,0
neuralgia <> nmda receptor antagonist,1,3,8,4,6,9,1,0,9,0
neuralgia <> no donor,0,2,5,2,2,4,2,0,4,0
neuralgia <> norketamine,1,1,4,3,2,3,1,2,3,0
neuralgia <> ns1209,0,2,1,3,1,2,1,0,2,0
"neuralgia <> oxide, nitric",1,2,4,4,5,6,1,2,6,0
"neuralgia <> oxide, nitrous",0,1,1,1,1,2,0,2,2,0
neuralgia <> oxytocin,0,1,1,2,2,2,1,0,1,0
neuralgia <> paclitaxel,1,2,5,5,8,21,12,7,18,0
neuralgia <> parecoxib,1,1,2,2,2,2,1,1,2,0
neuralgia <> quinidine,0,1,1,2,2,2,0,0,2,0
neuralgia <> rufinamide,0,1,1,1,1,1,1,0,1,0
neuralgia <> sulfasalazine,0,2,4,3,2,2,1,1,1,0
"neuralgia <> sulfate, morphine",0,1,1,0,1,1,0,0,1,0
neuralgia <> terbutaline,0,1,1,3,1,1,0,0,1,0
neuralgia <> tetrodotoxin,1,2,5,4,9,17,9,3,15,0
neuralgia <> tricyclic antidepressants,0,1,1,2,2,2,0,0,1,0
neuralgia <> valproate,1,2,4,4,5,9,6,4,7,0
neuralgia <> valproic acid,1,2,3,4,4,7,5,4,5,0
neuralgia <> vincristine,0,2,4,3,4,4,1,1,4,0
neuralgia <> vitamin d,1,1,3,2,3,3,1,0,2,0
neuralgia <> xp 13512,1,2,1,2,1,1,0,0,1,0
neuralgia <> β-mimetics,0,1,1,3,1,1,0,0,1,0
"neuropathy, painful <> acetylcarnitine",0,1,2,2,2,2,1,1,1,0
"neuropathy, painful <> duloxetine",1,1,1,4,5,7,3,1,7,0
nicotine dependence <> lorcaserin,1,2,3,2,2,4,0,1,4,0
nicotine dependence <> ondansetron,0,1,1,1,1,1,1,0,0,0
non-arteritic anterior ischemic optic neuropathy <> methylprednisolone,0,2,1,3,1,2,1,0,2,0
non-arteritic anterior ischemic optic neuropathy <> steroid,0,1,1,3,1,1,1,0,1,0
nonconvulsive seizures <> fosphenytoin,0,1,1,3,1,1,1,0,1,0
nonconvulsive seizures <> phenytoin,0,1,1,3,1,1,1,0,1,0
obsolete absence epilepsy <> levetiracetam,1,2,3,3,1,3,0,3,1,0
obsolete absence epilepsy <> topiramate,1,2,4,2,1,1,0,0,1,0
"obsolete epilepsy, absence <> antiepileptic",1,2,2,2,1,1,0,0,0,0
"obsolete epilepsy, absence <> topiramate",1,2,3,3,1,2,0,0,0,0
obsolete susceptibility to ischemic stroke <> 3k3a-apc protein,1,3,5,5,1,9,4,7,8,0
obsolete susceptibility to ischemic stroke <> acetaminophen,0,1,1,3,1,1,0,1,1,0
obsolete susceptibility to ischemic stroke <> albumin,0,1,2,5,3,6,3,5,6,0
"obsolete susceptibility to ischemic stroke <> alfa, epoetin",1,1,1,3,1,1,1,1,0,0
obsolete susceptibility to ischemic stroke <> bu-yang-huan-wu-tang,0,1,1,5,1,1,1,1,1,0
obsolete susceptibility to ischemic stroke <> c1 esterase inhibitor,1,1,1,3,1,1,1,1,1,0
obsolete susceptibility to ischemic stroke <> carbamylated erythropoietin,0,1,1,1,1,1,1,1,1,0
obsolete susceptibility to ischemic stroke <> citalopram,0,2,2,4,2,2,2,2,2,0
obsolete susceptibility to ischemic stroke <> deferoxamine,0,2,0,1,1,1,0,0,0,0
obsolete susceptibility to ischemic stroke <> dextromethorphan,0,1,0,1,1,1,1,0,1,0
obsolete susceptibility to ischemic stroke <> drotrecogin-alfa,1,3,7,5,6,16,7,10,15,0
obsolete susceptibility to ischemic stroke <> erythropoietin,1,3,4,5,8,13,9,10,11,0
obsolete susceptibility to ischemic stroke <> ethanol,1,3,0,2,1,1,0,0,0,0
"obsolete susceptibility to ischemic stroke <> factor, brain-derived neurotrophic",0,1,1,5,2,3,2,3,3,0
obsolete susceptibility to ischemic stroke <> filgrastim,1,1,2,3,1,1,1,1,1,0
obsolete susceptibility to ischemic stroke <> fingolimod,1,1,3,4,5,6,5,6,6,0
obsolete susceptibility to ischemic stroke <> fty-720,0,1,1,4,1,1,1,1,1,0
"obsolete susceptibility to ischemic stroke <> fumarate, dimethyl",0,2,5,5,5,6,3,4,6,0
obsolete susceptibility to ischemic stroke <> granulocyte colony stimulating factor,1,2,2,5,3,4,1,1,4,0
obsolete susceptibility to ischemic stroke <> human serum albumin,0,1,1,2,1,1,0,1,1,0
obsolete susceptibility to ischemic stroke <> ils-920,0,0,0,2,1,1,0,0,0,0
obsolete susceptibility to ischemic stroke <> inosine,0,1,2,4,1,1,0,0,0,0
obsolete susceptibility to ischemic stroke <> iv tpa,0,1,1,3,1,1,1,0,1,0
obsolete susceptibility to ischemic stroke <> lovastatin,1,1,1,2,1,1,0,0,1,0
obsolete susceptibility to ischemic stroke <> low molecular weight heparin,1,2,1,4,1,2,1,0,2,0
obsolete susceptibility to ischemic stroke <> mci 186,0,1,1,4,1,2,2,1,2,0
obsolete susceptibility to ischemic stroke <> nitrite,0,1,1,3,1,2,2,2,2,0
obsolete susceptibility to ischemic stroke <> nitroglycerin,0,3,1,3,2,5,3,1,3,0
obsolete susceptibility to ischemic stroke <> norepinephrine,0,0,1,3,1,1,0,0,1,0
obsolete susceptibility to ischemic stroke <> ocriplasmin,0,2,3,4,1,2,2,1,1,0
"obsolete susceptibility to ischemic stroke <> oxide, nitric",1,3,4,4,4,4,2,2,2,0
obsolete susceptibility to ischemic stroke <> phenylephrine,0,2,1,4,1,2,1,0,2,0
obsolete susceptibility to ischemic stroke <> plasmin,0,2,3,4,1,2,2,1,1,0
obsolete susceptibility to ischemic stroke <> protein c,1,3,7,5,6,16,7,10,15,0
obsolete susceptibility to ischemic stroke <> reteplase,0,2,1,4,2,3,1,2,3,0
obsolete susceptibility to ischemic stroke <> selective serotonin reuptake inhibitor,0,1,1,3,1,1,1,0,1,0
obsolete susceptibility to ischemic stroke <> sp-8203,0,1,2,4,1,2,0,1,2,0
obsolete susceptibility to ischemic stroke <> streptokinase,1,1,1,2,1,2,1,0,1,0
obsolete susceptibility to ischemic stroke <> thrombolytic therapy,1,1,1,2,1,1,0,0,0,0
obsolete susceptibility to ischemic stroke <> tocotrienols,0,1,2,2,1,1,0,1,1,0
obsolete susceptibility to ischemic stroke <> verapamil,0,2,3,3,2,3,0,1,3,0
obsolete susceptibility to ischemic stroke <> vitamin e,0,1,2,2,1,1,0,1,1,0
oligodendroglioma <> carboplatin,0,1,0,1,1,1,0,1,1,0
oligodendroglioma <> carmustine,1,2,2,3,2,2,0,1,1,0
opiate dependence <> 5-ht3 receptor antagonist,0,2,2,5,3,4,1,1,3,0
opiate dependence <> 6 beta-hydroxynaltrexone,0,1,1,0,1,1,0,1,1,0
opiate dependence <> benzodiazepine,0,3,1,1,3,5,0,0,1,0
opiate dependence <> calcium channel blocker,0,1,1,1,1,2,0,2,1,0
opiate dependence <> citalopram,1,1,1,0,1,1,0,0,0,0
opiate dependence <> cocaine,0,1,2,0,1,1,0,0,0,0
opiate dependence <> dextromethorphan,1,3,5,4,4,9,1,1,6,0
opiate dependence <> hydrocortisone,0,1,1,1,1,1,0,0,0,0
opiate dependence <> ibudilast,0,1,1,2,1,1,1,1,1,0
opiate dependence <> isradipine,0,1,0,0,1,1,0,0,0,0
opiate dependence <> melatonin,0,1,1,2,1,1,0,0,1,0
opiate dependence <> minocycline,0,2,4,3,3,4,2,2,4,0
opiate dependence <> mirtazapine,0,1,1,3,3,3,0,2,3,0
opiate dependence <> nmda antagonist,0,1,1,1,1,2,0,1,1,0
opiate dependence <> nmda receptor antagonist,0,2,4,3,4,6,1,1,3,0
opiate dependence <> ondansetron,0,2,6,5,3,5,2,2,4,0
opiate dependence <> propranolol,0,4,3,2,3,4,2,0,1,0
opiate dependence <> substance p,0,1,1,0,1,1,0,0,0,0
opiate dependence <> yohimbine,0,2,3,1,2,3,1,1,0,0
optic nerve glioma <> carboplatin,0,1,1,2,1,1,0,0,1,0
optic nerve glioma <> temozolomide,0,1,1,4,1,1,0,1,0,0
optic pathway glioma <> carboplatin,0,1,1,2,1,1,0,0,1,0
optic pathway glioma <> temozolomide,0,1,1,4,1,1,0,1,0,0
paclitaxel-induced neuropathy <> paclitaxel,1,2,3,2,2,4,1,1,3,0
painful diabetic neuropathy <> amitriptyline,0,2,4,2,3,3,1,1,3,0
parkinson disease <> 123i-ibzm,0,1,0,2,1,1,0,0,1,0
parkinson disease <> 3-methoxydopa,0,2,2,3,4,7,0,0,3,0
"parkinson disease <> 6-fluoro-2-(4-(pyridin-2-yl)but-3-yn-1-yl)imidazo(1,2-a)pyridine",0,1,0,0,1,1,1,0,1,0
parkinson disease <> acetaminophen,0,2,2,3,4,4,0,0,1,0
parkinson disease <> acetylcholine,0,1,1,0,1,1,0,0,0,0
parkinson disease <> acetylcysteine,1,3,12,5,16,67,13,14,34,0
parkinson disease <> afq056,1,1,0,1,1,1,0,0,1,0
parkinson disease <> alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor antagonist,0,2,2,4,4,7,2,1,3,0
parkinson disease <> alpha-keto carboxylic acid,0,1,1,2,1,1,0,0,0,0
parkinson disease <> anticholinergic,1,1,1,2,3,3,0,1,2,0
parkinson disease <> aplindore,0,1,0,2,1,1,0,0,0,0
parkinson disease <> arundic acid,0,1,1,2,1,2,1,0,0,0
"parkinson disease <> b12, vitamin",0,0,0,1,1,1,0,0,1,0
parkinson disease <> bia 3-202,0,1,1,3,1,1,0,0,1,0
parkinson disease <> capsaicin,1,2,2,4,3,3,0,0,3,0
parkinson disease <> cd ld,0,1,1,0,1,1,0,1,0,0
parkinson disease <> cep-1347,1,2,3,4,2,3,1,0,2,0
parkinson disease <> clonidine,0,2,6,4,7,13,3,2,7,0
parkinson disease <> cocaine,1,3,8,2,5,9,1,4,6,0
"parkinson disease <> colony-stimulating factor, granulocyte-macrophage",0,2,1,2,4,8,3,1,6,0
"parkinson disease <> cp 101,606",1,1,0,1,1,1,1,0,0,0
parkinson disease <> creatine,1,2,2,2,2,2,0,1,2,0
parkinson disease <> dextromethorphan,1,2,6,5,2,8,3,3,6,0
parkinson disease <> dopamine d2 receptor antagonist,0,2,1,1,2,3,0,0,2,0
parkinson disease <> dopamine receptor antagonist,0,1,1,1,1,1,0,0,0,0
parkinson disease <> eliprodil,0,1,0,2,1,1,0,0,1,0
parkinson disease <> endogenous antioxidants,1,2,3,4,7,14,3,2,4,0
"parkinson disease <> erythropoietin (human, recombinant)",1,1,1,2,1,1,1,0,1,0
parkinson disease <> exenatide,0,2,4,5,7,20,6,11,16,0
"parkinson disease <> factor, brain-derived neurotrophic",1,2,3,2,3,7,2,1,2,0
"parkinson disease <> fatty acids, omega-3",1,3,2,3,5,6,2,2,5,0
parkinson disease <> fipamezole,1,1,0,0,1,1,0,0,1,0
parkinson disease <> folate,0,2,2,3,3,3,0,0,1,0
parkinson disease <> folic acid,1,1,1,2,2,4,1,1,2,0
parkinson disease <> ganglioside m1b,1,4,6,4,6,13,4,6,10,0
parkinson disease <> glial cell-line derived neurotrophic factor,1,4,19,5,20,91,29,26,56,0
parkinson disease <> glutathione,1,4,7,5,13,34,6,5,14,0
parkinson disease <> glycerin,0,1,0,2,2,2,0,0,1,0
parkinson disease <> gm1-ganglioside,1,4,6,4,6,19,6,6,16,0
parkinson disease <> granulocyte colony stimulating factor,0,2,3,3,4,5,3,0,3,0
parkinson disease <> histamine,0,1,1,1,1,1,0,0,1,0
parkinson disease <> histamine antagonists,0,3,2,4,3,3,0,0,3,0
parkinson disease <> hydroxymethylglutaryl coa reductase inhibitors,1,2,5,3,8,10,2,2,6,0
parkinson disease <> iodide ion i-123,0,1,0,2,1,1,0,0,1,0
parkinson disease <> iodine radioisotopes,0,1,0,2,1,1,0,0,1,0
parkinson disease <> iron,1,2,4,5,7,12,0,4,8,0
parkinson disease <> keto acids,0,1,1,2,1,1,0,0,0,0
parkinson disease <> l-glutathione reduced,0,1,1,3,4,4,1,2,1,0
parkinson disease <> leucine rich repeat serine threonine protein kinase 2,0,1,0,1,0,1,0,0,0,0
parkinson disease <> lrrk2 inhibitors,1,2,4,4,6,10,5,2,8,0
parkinson disease <> muscimol,0,2,2,4,3,6,3,1,6,0
parkinson disease <> n 0923,1,1,0,0,1,1,0,0,0,0
parkinson disease <> nebicapone,0,1,1,3,1,1,0,0,1,0
parkinson disease <> nerve growth factor,1,2,2,4,4,6,1,3,2,0
parkinson disease <> nilotinib,1,1,3,4,3,6,1,1,4,0
parkinson disease <> nmda antagonist,0,2,2,2,3,3,0,1,1,0
parkinson disease <> nmda receptor antagonist,1,3,2,3,4,5,2,0,2,0
parkinson disease <> norepinephrine,0,1,1,1,3,3,1,0,3,0
parkinson disease <> nortropanes,1,2,1,4,3,3,1,0,3,0
parkinson disease <> oxazepines,0,1,0,2,1,1,0,0,1,0
parkinson disease <> pergolide,1,3,6,3,8,12,0,1,3,0
parkinson disease <> phenylbutyrate,0,1,2,3,2,4,1,0,4,0
parkinson disease <> pioglitazone,0,3,2,4,5,7,2,4,7,0
parkinson disease <> pyrimethamine,0,1,1,2,1,1,1,0,1,0
parkinson disease <> quinidine,0,2,1,3,1,1,0,0,0,0
parkinson disease <> rhepo,1,1,1,2,1,1,1,0,1,0
parkinson disease <> rifampin,0,2,1,3,3,4,0,1,0,0
parkinson disease <> riluzole,1,3,2,4,3,7,2,0,1,0
parkinson disease <> sargramostim,0,0,0,1,1,1,1,1,0,0
parkinson disease <> sch 420814,0,1,0,0,1,2,0,0,0,0
parkinson disease <> tacrolimus,1,3,5,3,3,4,0,1,1,0
parkinson disease <> thalidomide,0,1,1,2,1,1,0,1,1,0
parkinson disease <> topiramate,0,3,2,2,2,2,1,1,2,0
parkinson disease <> tyrosine,0,1,5,2,2,2,1,0,1,0
parkinson disease <> ubiquinol,0,1,1,2,1,1,0,0,1,0
parkinson disease <> vitamin d3,0,2,2,4,3,3,0,2,2,0
parkinsonian disorder <> (-)-pramipexole,1,2,3,3,4,4,0,1,3,0
parkinsonian disorder <> adenosine a2a receptor antagonists,0,1,1,1,1,1,0,0,0,0
parkinsonian disorder <> alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor antagonist,0,2,1,1,1,1,1,0,0,0
parkinsonian disorder <> apomorphine,1,3,2,3,6,8,1,1,3,0
parkinsonian disorder <> bromocriptine,0,1,2,1,2,4,0,1,1,0
